id,timestamp,dataset_type,filename,path,rows,columns,class_distribution,train_test_distribution
20,2026-07-16 15:19:44,ter20,Botnet.csv,data/preprocessed/ter20/single_classes/Botnet.csv,40401,19,{'Botnet':_40401},"{'test': {'Botnet': 8081}, 'train': {'Botnet': 32320}}"
21,2026-07-16 15:19:44,ter20,Syn_DDoS.csv,data/preprocessed/ter20/single_classes/Syn_DDoS.csv,15713,19,{'Syn_DDoS':_15713},"{'test': {'Syn_DDoS': 3143}, 'train': {'Syn_DDoS': 12570}}"
22,2026-07-16 15:19:48,injection,injection_aggr.csv,data/preprocessed/hybrid/injection_aggr.csv,251400,19,{'Normal':_93000__'Generic':_58831__'Exploits':_44497__'Fuzzers':_24230__'DoS':_16337__'Reconnaissance':_13977__'DDoS':_149__'UDP_DDoS':_148__'Syn_DDoS':_133__'Botnet':_98},"{'test': {'Botnet': 18, 'DDoS': 28, 'DoS': 3265, 'Exploits': 8900, 'Fuzzers': 4847, 'Generic': 11768, 'Normal': 18600, 'Reconnaissance': 2797, 'Syn_DDoS': 30, 'UDP_DDoS': 30}, 'train': {'Botnet': 80, 'DDoS': 121, 'DoS': 13072, 'Exploits': 35597, 'Fuzzers': 19383, 'Generic': 47063, 'Normal': 74400, 'Reconnaissance': 11180, 'Syn_DDoS': 103, 'UDP_DDoS': 118}}"
23,2026-07-16 15:19:50,injection,injection_aggr_scaled.csv,data/preprocessed/hybrid/injection_aggr_scaled.csv,102300,19,{'Normal':_93000__'Generic':_3472__'Exploits':_2606__'Fuzzers':_1412__'DoS':_965__'Reconnaissance':_816__'UDP_DDoS':_10__'DDoS':_9__'Syn_DDoS':_7__'Botnet':_3},"{'test': {'Botnet': 1, 'DDoS': 1, 'DoS': 195, 'Exploits': 539, 'Fuzzers': 265, 'Generic': 703, 'Normal': 18600, 'Reconnaissance': 152, 'Syn_DDoS': 0, 'UDP_DDoS': 4}, 'train': {'Botnet': 2, 'DDoS': 8, 'DoS': 770, 'Exploits': 2067, 'Fuzzers': 1147, 'Generic': 2769, 'Normal': 74400, 'Reconnaissance': 664, 'Syn_DDoS': 7, 'UDP_DDoS': 6}}"
24,2026-07-16 15:19:54,nb15_stin,nb15_stin_aggr.csv,data/preprocessed/hybrid/nb15_stin_aggr.csv,302564,19,{'Normal':_93000__'DDoS':_57292__'UDP_DDoS':_57082__'Syn_DDoS':_54789__'Botnet':_40401},"{'test': {'Botnet': 8081, 'DDoS': 11459, 'Normal': 18600, 'Syn_DDoS': 10959, 'UDP_DDoS': 11417}, 'train': {'Botnet': 32320, 'DDoS': 45833, 'Normal': 74400, 'Syn_DDoS': 43830, 'UDP_DDoS': 45665}}"
25,2026-07-16 15:19:56,nb15_stin,nb15_stin_aggr_scaled.csv,data/preprocessed/hybrid/nb15_stin_aggr_scaled.csv,102300,19,{'Normal':_93000__'UDP_DDoS':_2588__'DDoS':_2547__'Syn_DDoS':_2410__'Botnet':_1755},"{'test': {'Botnet': 349, 'DDoS': 497, 'Normal': 18600, 'Syn_DDoS': 494, 'UDP_DDoS': 520}, 'train': {'Botnet': 1406, 'DDoS': 2050, 'Normal': 74400, 'Syn_DDoS': 1916, 'UDP_DDoS': 2068}}"
26,2026-07-16 15:19:59,nb15_sat20,nb15_sat20_aggr.csv,data/preprocessed/hybrid/nb15_sat20/nb15_sat20_aggr.csv,175320,19,{'Normal':_93000__'UDP_DDoS':_43244__'Syn_DDoS':_39076},"{'test': {'Normal': 18600, 'Syn_DDoS': 7816, 'UDP_DDoS': 8649}, 'train': {'Normal': 74400, 'Syn_DDoS': 31260, 'UDP_DDoS': 34595}}"
27,2026-07-16 15:20:01,nb15_sat20,nb15_sat20_aggr_scaled.csv,data/preprocessed/hybrid/nb15_sat20/nb15_sat20_aggr_scaled.csv,102300,19,{'Normal':_93000__'UDP_DDoS':_4962__'Syn_DDoS':_4338},"{'test': {'Normal': 18600, 'Syn_DDoS': 872, 'UDP_DDoS': 988}, 'train': {'Normal': 74400, 'Syn_DDoS': 3466, 'UDP_DDoS': 3974}}"
28,2026-07-16 15:20:02,nb15_sat20,Normal_Syn_DDoS.csv,data/preprocessed/hybrid/nb15_sat20/normal_anomaly/Normal_Syn_DDoS.csv,102300,19,{'Normal':_93000__'Syn_DDoS':_9300},"{'test': {'Normal': 18600, 'Syn_DDoS': 1860}, 'train': {'Normal': 74400, 'Syn_DDoS': 7440}}"
29,2026-07-16 15:20:04,nb15_sat20,Normal_UDP_DDoS.csv,data/preprocessed/hybrid/nb15_sat20/normal_anomaly/Normal_UDP_DDoS.csv,102300,19,{'Normal':_93000__'UDP_DDoS':_9300},"{'test': {'Normal': 18600, 'UDP_DDoS': 1860}, 'train': {'Normal': 74400, 'UDP_DDoS': 7440}}"
30,2026-07-16 15:20:08,nb15_ter20,nb15_ter20_aggr.csv,data/preprocessed/hybrid/nb15_ter20/nb15_ter20_aggr.csv,220244,19,{'Normal':_93000__'DDoS':_57292__'Botnet':_40401__'Syn_DDoS':_15713__'UDP_DDoS':_13838},"{'test': {'Botnet': 8081, 'DDoS': 11459, 'Normal': 18600, 'Syn_DDoS': 3143, 'UDP_DDoS': 2768}, 'train': {'Botnet': 32320, 'DDoS': 45833, 'Normal': 74400, 'Syn_DDoS': 12570, 'UDP_DDoS': 11070}}"
31,2026-07-16 15:20:09,nb15_ter20,nb15_ter20_aggr_scaled.csv,data/preprocessed/hybrid/nb15_ter20/nb15_ter20_aggr_scaled.csv,102300,19,{'Normal':_93000__'DDoS':_4234__'Botnet':_2909__'Syn_DDoS':_1143__'UDP_DDoS':_1014},"{'test': {'Botnet': 592, 'DDoS': 835, 'Normal': 18600, 'Syn_DDoS': 223, 'UDP_DDoS': 210}, 'train': {'Botnet': 2317, 'DDoS': 3399, 'Normal': 74400, 'Syn_DDoS': 920, 'UDP_DDoS': 804}}"
32,2026-07-16 15:20:11,nb15_ter20,Normal_Syn_DDoS.csv,data/preprocessed/hybrid/nb15_ter20/normal_anomaly/Normal_Syn_DDoS.csv,102300,19,{'Normal':_93000__'Syn_DDoS':_9300},"{'test': {'Normal': 18600, 'Syn_DDoS': 1860}, 'train': {'Normal': 74400, 'Syn_DDoS': 7440}}"
33,2026-07-16 15:20:13,nb15_ter20,Normal_DDoS.csv,data/preprocessed/hybrid/nb15_ter20/normal_anomaly/Normal_DDoS.csv,102300,19,{'Normal':_93000__'DDoS':_9300},"{'test': {'DDoS': 1860, 'Normal': 18600}, 'train': {'DDoS': 7440, 'Normal': 74400}}"
34,2026-07-16 15:20:15,nb15_ter20,Normal_Botnet.csv,data/preprocessed/hybrid/nb15_ter20/normal_anomaly/Normal_Botnet.csv,102300,19,{'Normal':_93000__'Botnet':_9300},"{'test': {'Botnet': 1860, 'Normal': 18600}, 'train': {'Botnet': 7440, 'Normal': 74400}}"
35,2026-07-16 15:20:16,nb15_ter20,Normal_UDP_DDoS.csv,data/preprocessed/hybrid/nb15_ter20/normal_anomaly/Normal_UDP_DDoS.csv,102300,19,{'Normal':_93000__'UDP_DDoS':_9300},"{'test': {'Normal': 18600, 'UDP_DDoS': 1860}, 'train': {'Normal': 74400, 'UDP_DDoS': 7440}}"
